DOI,Filename
10.5281/zenodo.17494424,global_nominal_catch_firms_level0_public.parquet
10.5281/zenodo.17707421,global_catch_firms_level0_harmonized.parquet
10.5281/zenodo.15496164,global_catch_tunaatlasird_level2_1950_2023.qs
10.5281/zenodo.15496164,global_effort_tunaatlasird_level0_1950_2023.qs
10.5281/zenodo.11460074,global_catch_firms_level0_public.csv
